metric,method,mean,std,min,max,median,n
meta_da,Self-report,0.13619691993529429,1.4427929729195381,-1.706529516334409,3.378482200639532,-0.292993819019177,27
M_ratio,Self-report,0.6900847395899812,0.8585350008277286,-0.27919940309629826,4.217986332775994,0.5168754427843134,27
meta_da,Logits-based,0.813885805719015,2.1121685472168688,-2.114386036925914,3.5789156348975806,0.8935827037669973,17
M_ratio,Logits-based,0.5038611420945441,1.3246624191411676,-2.2927816452012095,4.112006189328886,0.801118444707039,17
