n_samples,mean_confidence,mean_accuracy,ECE_absolute,ECE_squared,ROC_AUC,Selective_AUC
24192,4.304108796296297,0.5668816137566137,0.31492228835978836,0.11341432581516839,0.5442795857222656,0.5692464844728626
